OrderID,CustomerID,InvoiceDate,Quantity,UnitPrice,ProductCategory,Country,OrderStatus,ShippingCost,DiscountPct,Revenue,NetRevenue
ORD0000447,CUST00293,2024-03-17 03:46:40,29.0,61.3,Home & Garden,Belgium,Returned,7.07,0.0475,1693.26,1686.19
ORD0000448,CUST00288,2024-08-27 05:30:23,10.0,157.06,Beauty,France,Cancelled,11.52,0.2086,1242.97,1231.45
ORD0000449,CUST00377,2024-03-25 09:22:26,17.0,401.49,Toys,Sweden,Processing,16.78,0.0317,6608.97,6592.1900000000005
ORD0000450,CUST00127,2024-04-04 02:32:25,2.0,430.92,Sports,Spain,Returned,4.05,0.1994,689.99,685.94
ORD0000451,CUST00037,2024-04-13 09:41:45,6.0,69.94,Home & Garden,Belgium,Returned,12.16,0.0859,383.59,371.42999999999995
ORD0000452,CUST00398,2023-10-31 02:00:45,26.0,476.26,Clothing,Netherlands,Returned,18.46,0.0597,11643.51,11625.050000000001
ORD0000453,CUST00166,2024-09-22 22:13:13,5.0,165.42,Toys,France,Processing,21.67,0.2809,594.77,573.1
ORD0000454,CUST00474,2024-08-11 16:52:44,28.0,331.66,Home & Garden,Sweden,Returned,15.66,0.0056,9234.48,9218.82
ORD0000455,CUST00046,2024-02-13 16:51:15,9.0,376.28,Home & Garden,Germany,Cancelled,16.73,0.1313,2941.87,2925.14
ORD0000456,CUST00344,2024-06-09 14:51:50,5.0,406.26,Clothing,Sweden,Shipped,3.16,0.0065,2018.1,2014.9399999999998
ORD0000457,CUST00217,2024-05-21 20:32:28,18.0,472.96,Sports,France,Shipped,23.64,0.1451,7278.0,7254.36
ORD0000458,CUST00179,2024-03-14 23:29:35,26.0,157.49,Books,Sweden,Completed,3.31,0.1503,3479.3,3475.9900000000002
ORD0000459,CUST00165,2024-05-13 19:12:17,20.0,429.47,Home & Garden,France,Shipped,19.37,0.0965,7760.52,7741.150000000001
ORD0000460,CUST00305,2024-09-11 12:51:45,9.0,67.15,Electronics,France,Shipped,6.62,0.0396,580.42,573.8
ORD0000461,CUST00013,2024-10-25 21:56:58,17.0,352.96,Toys,Spain,Completed,23.34,0.1129,5322.88,5299.54
ORD0000462,CUST00157,2024-03-06 17:34:24,27.0,371.38,Clothing,United States,Returned,18.0,0.2017,8004.76,7986.76
ORD0000465,CUST00320,2024-02-26 15:07:36,7.0,436.71,Books,Italy,Shipped,11.08,0.177,2515.89,2504.81
ORD0000466,CUST00226,2024-01-18 10:17:20,27.0,85.68,Sports,United Kingdom,Cancelled,15.45,0.0602,2174.1,2158.65
ORD0000467,CUST00474,2024-11-13 17:54:54,3.0,28.24,Electronics,Italy,Completed,19.25,0.0862,77.42,58.17
ORD0000468,CUST00120,2024-03-18 13:12:03,10.0,359.16,Electronics,France,Processing,2.6,0.0486,3417.05,3414.4500000000003
ORD0000469,CUST00351,2024-05-25 04:15:44,2.0,238.52,Toys,France,Completed,24.06,0.0748,441.36,417.3
ORD0000470,CUST00080,2022-05-14 07:23:39,25.0,424.78,Clothing,Belgium,Completed,22.26,0.0675,9902.68,9880.42
ORD0000471,CUST00058,2024-10-14 05:24:01,3.0,192.62,Sports,United States,Shipped,6.76,0.1558,487.83,481.07
ORD0000472,CUST00028,2024-04-04 09:22:27,16.0,85.39,Books,Spain,Returned,20.57,0.1688,1135.62,1115.05
ORD0000474,CUST00475,2024-02-27 08:27:00,28.0,275.13,Toys,France,Cancelled,11.55,0.0587,7251.44,7239.889999999999
ORD0000475,CUST00445,2024-11-19 06:56:50,24.0,95.81,Sports,Germany,Cancelled,7.86,0.1925,1856.8,1848.94
ORD0000476,CUST00420,2024-04-21 17:25:09,10.0,360.61,Beauty,Belgium,Processing,14.52,0.2452,2721.88,2707.36
ORD0000477,CUST00008,2024-05-13 07:31:15,6.0,256.29,Sports,Spain,Processing,18.25,0.1681,1279.25,1261.0
ORD0000478,CUST00356,2022-06-22 20:44:39,22.0,302.75,Books,Sweden,Returned,10.27,0.0765,6150.97,6140.7
ORD0000479,CUST00157,2024-06-23 18:52:40,26.0,231.26,Electronics,Belgium,Completed,15.73,0.0788,5538.95,5523.22
ORD0000480,CUST00242,2024-01-09 20:01:40,11.0,414.61,Beauty,Germany,Shipped,17.48,0.0118,4506.89,4489.410000000001
ORD0000481,CUST00170,2024-03-22 04:06:36,23.0,415.04,Toys,Australia,Returned,17.78,0.0916,8671.51,8653.73
ORD0000482,CUST00379,2024-07-27 22:34:27,7.0,355.13,Toys,France,Cancelled,1.3,0.2234,1930.56,1929.26
ORD0000483,CUST00109,2024-03-20 03:33:58,27.0,54.04,Electronics,United Kingdom,Cancelled,21.49,0.0143,1438.22,1416.73
ORD0000484,CUST00280,2024-07-22 05:11:29,29.0,419.67,Books,United States,Cancelled,11.46,0.0658,11369.62,11358.160000000002
ORD0000485,CUST00385,2024-04-10 10:52:02,15.0,336.0,Electronics,Germany,Cancelled,6.56,0.2119,3972.02,3965.46
ORD0000486,CUST00281,2024-07-06 14:07:54,6.0,348.97,Beauty,Belgium,Processing,6.04,0.2348,1602.19,1596.15
ORD0000487,CUST00319,2024-10-10 11:22:51,20.0,182.45,Beauty,Belgium,Processing,12.08,0.1366,3150.55,3138.4700000000003
ORD0000488,CUST00073,2024-09-26 22:31:57,27.0,439.82,Toys,United Kingdom,Returned,22.17,0.2094,9388.49,9366.32
ORD0000489,CUST00358,2024-09-16 12:38:24,9.0,363.1,Sports,Germany,Unknown,9.46,0.1164,2887.52,2878.06
ORD0000490,CUST00010,2024-05-26 06:13:42,22.0,57.63,Toys,United Kingdom,Returned,18.74,0.048,1207.0,1188.26
ORD0000491,CUST00299,2024-12-17 20:54:27,20.0,204.78,Electronics,United Kingdom,Unknown,2.42,0.1194,3606.59,3604.17
ORD0000492,CUST00340,2024-03-29 08:29:37,12.0,443.36,Home & Garden,France,Returned,11.9,0.174,4394.58,4382.68
ORD0000493,CUST00023,2024-04-09 05:01:32,19.0,25.03,Beauty,Spain,Shipped,24.79,0.2844,340.32,315.53
ORD0000494,CUST00088,2024-01-24 08:15:58,20.0,480.77,Sports,Germany,Shipped,19.26,0.0206,9417.32,9398.06
ORD0000495,CUST00146,2024-03-18 22:37:22,3.0,340.06,Beauty,Italy,Processing,5.26,0.1522,864.91,859.65
ORD0000496,CUST00405,2024-09-27 12:05:57,15.0,316.24,Books,France,Shipped,12.54,0.0987,4275.41,4262.87
ORD0000497,CUST00317,2023-02-26 10:06:20,2.0,136.37,Home & Garden,United States,Cancelled,5.84,0.1525,231.15,225.31
ORD0000499,CUST00336,2024-01-04 05:40:48,2.0,471.12,Clothing,United Kingdom,Cancelled,19.5,0.0939,853.76,834.26
ORD0000500,CUST00035,2023-08-27 17:44:28,22.0,150.19,Beauty,Germany,Cancelled,19.28,0.246,2491.35,2472.0699999999997
ORD0000501,CUST00339,2024-04-15 08:47:45,3.0,388.09,Beauty,Australia,Processing,5.7,0.1662,970.77,965.0699999999999
ORD0000502,CUST00340,2023-07-14 13:56:34,6.0,197.47,Beauty,Netherlands,Completed,23.06,0.1352,1024.63,1001.5700000000002
ORD0000503,CUST00443,2024-02-11 21:37:15,15.0,70.92,Toys,Germany,Returned,14.81,0.0857,972.63,957.82
ORD0000504,CUST00010,2024-04-23 14:15:22,27.0,6.84,Electronics,Spain,Cancelled,9.5,0.0894,168.17,158.67
ORD0000505,CUST00445,2024-12-09 01:54:22,10.0,272.81,Electronics,France,Unknown,12.55,0.1149,2414.64,2402.0899999999997
ORD0000506,CUST00333,2024-05-30 02:39:27,9.0,487.93,Sports,Sweden,Shipped,15.13,0.2507,3290.45,3275.3199999999997
ORD0000507,CUST00119,2024-05-27 20:23:32,1.0,185.51,Home & Garden,United States,Completed,14.0,0.2902,131.67,117.66999999999999
ORD0000508,CUST00261,2024-10-02 14:46:44,16.0,179.56,Clothing,Sweden,Processing,12.16,0.1316,2494.88,2482.7200000000003
ORD0000509,CUST00051,2024-12-17 00:41:53,6.0,173.03,Sports,France,Cancelled,12.62,0.118,915.67,903.05
ORD0000510,CUST00162,2024-01-23 21:30:52,9.0,260.99,Electronics,Italy,Processing,4.41,0.254,1752.29,1747.8799999999999
ORD0000511,CUST00444,2024-04-05 18:01:02,27.0,221.17,Clothing,Netherlands,Cancelled,20.32,0.1281,5206.63,5186.31
ORD0000512,CUST00046,2024-03-13 09:32:09,4.0,440.14,Toys,Sweden,Shipped,13.54,0.1656,1469.01,1455.47
ORD0000513,CUST00102,2024-07-13 10:24:13,27.0,253.5,Electronics,France,Returned,3.28,0.0693,6370.18,6366.900000000001
ORD0000514,CUST00495,2024-06-26 20:44:28,28.0,254.62,Beauty,Spain,Returned,19.15,0.2231,5538.8,5519.650000000001
ORD0000515,CUST00288,2024-12-25 18:12:27,2.0,70.48,Home & Garden,United Kingdom,Shipped,23.31,0.1596,118.46,95.14999999999999
ORD0000516,CUST00365,2024-01-09 08:17:13,29.0,491.4,Toys,Australia,Cancelled,23.68,0.2427,10791.98,10768.3
ORD0000517,CUST00021,2024-04-06 01:51:42,4.0,126.11,Toys,Italy,Processing,9.23,0.2342,386.3,377.07
ORD0000519,CUST00157,2024-05-09 13:05:39,19.0,332.08,Clothing,Germany,Completed,12.96,0.2147,4954.87,4941.91
ORD0000520,CUST00251,2024-06-01 18:45:07,26.0,298.29,Electronics,United Kingdom,Shipped,2.82,0.24,5894.21,5891.39
ORD0000521,CUST00382,2024-03-01 23:23:42,25.0,208.45,Beauty,United Kingdom,Cancelled,23.35,0.1038,4670.32,4646.969999999999
ORD0000523,CUST00351,2024-05-16 16:04:03,21.0,392.85,Toys,Australia,Returned,6.32,0.0008,8243.25,8236.93
ORD0000524,CUST00182,2023-04-15 15:32:17,15.0,99.06,Home & Garden,Italy,Shipped,10.17,0.1353,1284.86,1274.6899999999998
ORD0000525,CUST00121,2024-02-18 16:00:32,27.0,410.4,Beauty,Germany,Completed,9.58,0.1057,9909.56,9899.98
ORD0000526,CUST00142,2024-11-11 07:23:23,22.0,324.9,Toys,Australia,Returned,19.87,0.1665,5957.69,5937.82
ORD0000527,CUST00032,2024-08-31 00:48:27,19.0,210.36,Clothing,Belgium,Processing,11.41,0.0564,3771.42,3760.01
ORD0000528,CUST00132,2023-08-25 10:45:56,16.0,229.83,Clothing,France,Processing,4.27,0.2579,2728.91,2724.64
ORD0000529,CUST00456,2024-11-12 11:01:58,21.0,129.44,Sports,United Kingdom,Completed,6.68,0.0773,2508.12,2501.44
ORD0000530,CUST00016,2024-08-03 12:24:34,27.0,376.43,Home & Garden,Spain,Processing,12.73,0.0679,9473.5,9460.77
ORD0000531,CUST00486,2024-04-18 19:35:45,24.0,257.17,Electronics,United Kingdom,Processing,3.69,0.1442,5282.07,5278.38
ORD0000532,CUST00116,2024-02-28 22:01:21,22.0,161.45,Home & Garden,Spain,Returned,15.29,0.1497,3020.18,3004.89
ORD0000533,CUST00175,2023-09-03 06:22:57,4.0,298.63,Sports,Belgium,Completed,14.14,0.0645,1117.47,1103.33
ORD0000534,CUST00337,2024-02-23 07:21:44,2.0,497.87,Toys,Belgium,Returned,17.87,0.0816,914.49,896.62
ORD0000535,CUST00045,2024-10-10 11:03:53,25.0,218.48,Toys,France,Processing,23.44,0.0509,5183.98,5160.54
ORD0000536,CUST00196,2024-03-19 21:46:05,13.0,460.46,Books,Netherlands,Completed,22.81,0.2155,4696.0,4673.19
ORD0000537,CUST00492,2022-12-20 07:07:46,28.0,173.49,Clothing,Italy,Processing,23.65,0.231,3735.59,3711.94
ORD0000538,CUST00214,2024-04-03 08:19:30,1.0,28.78,Electronics,Spain,Cancelled,6.12,0.1387,24.79,18.669999999999998
ORD0000539,CUST00294,2022-08-26 06:54:04,17.0,103.31,Clothing,Belgium,Cancelled,3.29,0.2142,1380.08,1376.79
ORD0000540,CUST00219,2024-05-01 07:37:06,13.0,210.22,Beauty,Germany,Completed,7.56,0.2208,2129.44,2121.88
ORD0000541,CUST00466,2024-08-23 02:26:49,4.0,110.99,Toys,Sweden,Processing,22.38,0.0415,425.54,403.16
ORD0000542,CUST00169,2024-06-23 10:33:36,7.0,1.61,Sports,France,Processing,24.3,0.2899,8.0,-16.3
ORD0000543,CUST00278,2024-02-21 04:12:19,17.0,457.63,Electronics,Germany,Completed,21.48,0.2463,5863.57,5842.09
ORD0000544,CUST00106,2022-08-04 06:30:26,9.0,422.17,Beauty,Spain,Returned,2.75,0.0613,3566.62,3563.87
ORD0000545,CUST00298,2024-07-29 05:47:00,4.0,371.53,Home & Garden,Germany,Completed,23.69,0.0558,1403.19,1379.5
ORD0000546,CUST00351,2024-11-06 17:31:10,19.0,85.16,Books,Italy,Cancelled,10.58,0.0377,1557.04,1546.46
ORD0000547,CUST00104,2022-08-03 13:06:02,1.0,61.5,Books,Netherlands,Returned,0.23,0.0415,58.95,58.720000000000006
ORD0000548,CUST00159,2024-09-24 09:35:03,10.0,35.2,Sports,Germany,Cancelled,11.06,0.2244,273.01,261.95
ORD0000549,CUST00362,2024-12-14 23:57:41,4.0,362.43,Clothing,United States,Cancelled,1.15,0.1409,1245.45,1244.3
ORD0000550,CUST00269,2024-12-19 05:44:20,9.0,464.51,Books,Netherlands,Shipped,13.6,0.2349,3198.57,3184.9700000000003
ORD0000551,CUST00070,2024-06-16 00:29:23,13.0,216.12,Clothing,Germany,Cancelled,8.46,0.2239,2180.5,2172.04
ORD0000553,CUST00075,2024-09-11 20:31:23,10.0,256.93,Toys,Germany,Completed,15.33,0.2059,2040.28,2024.95
ORD0000554,CUST00478,2024-08-07 08:43:49,6.0,175.39,Books,United Kingdom,Completed,21.72,0.0055,1046.55,1024.83
ORD0000555,CUST00470,2024-03-02 09:06:48,16.0,188.35,Toys,United States,Processing,16.55,0.0935,2731.83,2715.2799999999997
ORD0000556,CUST00163,2024-01-27 08:04:21,6.0,311.23,Toys,France,Completed,10.85,0.1913,1510.15,1499.3000000000002
ORD0000557,CUST00286,2024-07-25 23:33:41,17.0,359.78,Books,France,Returned,20.49,0.0028,6099.13,6078.64
ORD0000558,CUST00486,2024-10-06 09:40:17,10.0,56.64,Books,Belgium,Shipped,22.64,0.0099,560.79,538.15
ORD0000559,CUST00061,2024-03-12 12:15:52,18.0,19.24,Clothing,Australia,Shipped,2.99,0.2556,257.8,254.81
ORD0000560,CUST00163,2024-11-22 00:55:00,27.0,497.17,Electronics,Netherlands,Shipped,13.3,0.2052,10669.07,10655.77
ORD0000561,CUST00451,2024-02-26 12:22:15,22.0,117.52,Books,United States,Completed,7.11,0.0796,2379.64,2372.5299999999997
ORD0000562,CUST00373,2024-01-12 10:48:16,18.0,28.33,Clothing,France,Cancelled,1.18,0.2064,404.69,403.51
ORD0000563,CUST00392,2024-05-03 18:22:56,3.0,96.15,Toys,Belgium,Unknown,16.71,0.2377,219.89,203.17999999999998
ORD0000564,CUST00451,2024-06-09 19:08:02,20.0,20.92,Electronics,France,Completed,21.57,0.092,379.91,358.34000000000003
ORD0000565,CUST00493,2024-06-08 17:08:39,27.0,196.82,Clothing,Italy,Cancelled,4.07,0.0108,5256.75,5252.68
ORD0000566,CUST00156,2024-06-21 01:06:03,21.0,401.5,Home & Garden,United States,Completed,20.31,0.2798,6072.37,6052.0599999999995
ORD0000567,CUST00382,2024-12-28 15:21:12,25.0,171.61,Books,Italy,Processing,21.33,0.1036,3845.78,3824.4500000000003
ORD0000568,CUST00421,2023-03-02 07:51:39,28.0,222.93,Beauty,Netherlands,Completed,22.86,0.0319,6042.92,6020.06
ORD0000569,CUST00078,2024-10-29 13:48:42,15.0,338.28,Clothing,Germany,Returned,6.63,0.1476,4325.25,4318.62
ORD0000570,CUST00097,2024-02-11 11:10:54,15.0,255.18,Books,Italy,Processing,22.6,0.2305,2945.42,2922.82
ORD0000571,CUST00068,2024-03-12 17:57:43,4.0,430.93,Toys,Sweden,Shipped,8.02,0.0665,1609.09,1601.07
ORD0000572,CUST00014,2024-10-23 02:31:32,29.0,433.22,Beauty,Netherlands,Returned,13.81,0.0808,11548.26,11534.45
ORD0000573,CUST00314,2024-08-27 14:21:29,27.0,6.44,Home & Garden,Italy,Unknown,1.26,0.0728,161.22,159.96
ORD0000574,CUST00137,2024-08-23 04:38:35,9.0,389.36,Clothing,Germany,Processing,1.1,0.2975,2461.73,2460.63
ORD0000575,CUST00291,2024-08-25 19:37:39,27.0,231.18,Beauty,United Kingdom,Processing,18.01,0.0592,5872.34,5854.33
ORD0000577,CUST00119,2024-03-30 16:15:33,19.0,242.39,Electronics,France,Returned,6.41,0.2776,3326.95,3320.54
ORD0000578,CUST00352,2024-01-11 03:07:30,24.0,493.47,Toys,Netherlands,Processing,4.76,0.0441,11320.99,11316.23
ORD0000580,CUST00353,2024-10-29 20:30:26,17.0,125.43,Books,Belgium,Completed,0.01,0.2842,1526.31,1526.3
ORD0000581,CUST00245,2024-02-22 01:46:40,11.0,269.89,Books,Sweden,Cancelled,20.15,0.2654,2180.87,2160.72
ORD0000582,CUST00258,2023-12-30 04:46:11,25.0,496.08,Home & Garden,Sweden,Cancelled,1.98,0.0644,11603.31,11601.33
ORD0000583,CUST00365,2024-09-09 06:25:03,9.0,428.98,Toys,Germany,Completed,4.79,0.1902,3126.49,3121.7
ORD0000584,CUST00192,2024-03-12 10:47:06,10.0,50.04,Books,Germany,Completed,9.66,0.2283,386.16,376.5
ORD0000585,CUST00437,2024-05-30 11:23:29,18.0,353.63,Sports,United States,Shipped,12.12,0.2958,4482.47,4470.35
ORD0000586,CUST00252,2024-07-03 00:34:24,20.0,173.77,Electronics,Belgium,Returned,8.87,0.0541,3287.38,3278.51
ORD0000587,CUST00071,2024-03-04 14:35:58,13.0,4.98,Sports,Italy,Shipped,8.02,0.2298,49.86,41.84
ORD0000588,CUST00099,2024-03-28 21:01:04,8.0,202.64,Toys,France,Processing,24.1,0.1016,1456.41,1432.3100000000002
ORD0000589,CUST00017,2024-06-07 16:19:37,7.0,118.53,Toys,Germany,Completed,16.04,0.0527,785.98,769.94
ORD0000590,CUST00392,2024-01-06 19:56:34,17.0,409.71,Toys,Netherlands,Shipped,0.59,0.1264,6084.69,6084.099999999999
ORD0000591,CUST00474,2024-04-14 19:15:55,21.0,169.66,Electronics,France,Cancelled,10.75,0.2382,2714.19,2703.44
ORD0000592,CUST00487,2024-06-09 09:50:57,23.0,414.02,Beauty,France,Completed,21.88,0.1395,8194.08,8172.2
ORD0000593,CUST00114,2024-10-15 07:21:31,15.0,1.8,Home & Garden,Belgium,Processing,7.54,0.1613,22.64,15.100000000000001
ORD0000595,CUST00388,2022-11-14 18:37:41,15.0,121.72,Beauty,Netherlands,Shipped,18.96,0.1197,1607.25,1588.29
ORD0000596,CUST00034,2024-03-09 18:29:18,1.0,117.93,Sports,Sweden,Returned,15.15,0.1846,96.16,81.00999999999999
ORD0000597,CUST00475,2024-06-19 14:26:05,25.0,35.49,Home & Garden,Belgium,Cancelled,14.26,0.1096,790.01,775.75
ORD0000598,CUST00444,2024-02-01 02:23:42,14.0,94.78,Electronics,Sweden,Shipped,1.34,0.1178,1170.61,1169.27
ORD0000599,CUST00353,2024-05-06 04:14:48,5.0,278.44,Toys,Belgium,Completed,3.51,0.2087,1101.65,1098.14
ORD0000600,CUST00444,2023-12-12 18:30:40,11.0,146.74,Books,United States,Processing,15.56,0.2814,1159.92,1144.3600000000001
ORD0000601,CUST00455,2023-01-19 08:46:06,16.0,209.57,Sports,Netherlands,Processing,5.2,0.1627,2807.57,2802.3700000000003
ORD0000602,CUST00219,2024-06-06 05:37:54,2.0,189.37,Sports,France,Returned,12.6,0.2305,291.44,278.84
ORD0000603,CUST00398,2022-03-06 23:23:47,8.0,438.14,Home & Garden,Spain,Processing,13.62,0.0268,3411.18,3397.56
ORD0000604,CUST00312,2024-10-12 13:47:20,11.0,452.79,Books,Belgium,Completed,7.09,0.0633,4665.41,4658.32
ORD0000605,CUST00423,2024-05-27 17:20:39,29.0,247.24,Beauty,Belgium,Processing,23.71,0.1506,6090.16,6066.45
ORD0000607,CUST00202,2024-08-25 11:38:18,3.0,54.74,Toys,Sweden,Returned,18.06,0.0759,151.76,133.7
ORD0000608,CUST00481,2024-10-15 08:18:07,26.0,476.77,Clothing,Australia,Completed,1.95,0.1552,10472.16,10470.21
ORD0000609,CUST00293,2024-08-18 14:40:16,1.0,31.52,Electronics,Australia,Returned,2.65,0.0045,31.38,28.73
ORD0000610,CUST00275,2024-03-26 22:00:48,11.0,149.88,Home & Garden,Sweden,Cancelled,12.32,0.0794,1517.77,1505.45
ORD0000611,CUST00329,2024-12-06 02:53:20,16.0,150.09,Sports,Australia,Completed,4.02,0.1542,2031.14,2027.1200000000001
ORD0000612,CUST00361,2024-11-01 14:37:29,18.0,161.22,Books,Australia,Completed,24.46,0.1719,2403.11,2378.65
ORD0000613,CUST00020,2024-07-21 04:48:04,16.0,83.4,Sports,Spain,Completed,3.96,0.2777,963.84,959.88
ORD0000614,CUST00056,2024-06-24 09:18:23,23.0,391.91,Home & Garden,Belgium,Shipped,12.19,0.1936,7268.83,7256.64
ORD0000615,CUST00234,2024-11-17 04:17:34,10.0,62.57,Electronics,Germany,Completed,9.1,0.1244,547.86,538.76
ORD0000616,CUST00450,2024-01-17 11:20:41,18.0,318.0,Sports,United States,Shipped,15.98,0.2791,4126.43,4110.450000000001
ORD0000617,CUST00450,2024-04-05 10:17:30,6.0,63.24,Clothing,Belgium,Processing,3.23,0.2355,290.08,286.84999999999997
ORD0000618,CUST00266,2024-07-27 21:18:13,19.0,36.66,Home & Garden,Australia,Returned,10.76,0.06,654.75,643.99
ORD0000619,CUST00203,2024-10-12 12:16:54,4.0,454.85,Electronics,United States,Completed,6.87,0.0393,1747.9,1741.0300000000002
ORD0000620,CUST00021,2024-08-04 14:08:58,27.0,96.28,Books,Spain,Shipped,22.19,0.2027,2072.63,2050.44
ORD0000621,CUST00199,2024-07-19 10:38:57,13.0,410.89,Beauty,Germany,Completed,1.01,0.168,4444.19,4443.179999999999
ORD0000622,CUST00392,2024-09-01 22:04:13,24.0,273.0,Electronics,Spain,Shipped,22.84,0.2369,4999.83,4976.99
ORD0000623,CUST00493,2024-01-20 03:28:00,14.0,40.31,Toys,Netherlands,Processing,20.82,0.2216,439.28,418.46
ORD0000624,CUST00098,2023-03-29 07:57:12,3.0,477.79,Clothing,United Kingdom,Cancelled,7.44,0.1876,1164.47,1157.03
ORD0000625,CUST00226,2024-06-03 14:00:02,10.0,124.61,Toys,Spain,Unknown,19.73,0.2959,877.38,857.65
ORD0000626,CUST00453,2024-04-28 06:39:01,6.0,430.03,Sports,United Kingdom,Shipped,0.78,0.1601,2167.09,2166.31
ORD0000627,CUST00397,2024-11-17 09:59:12,1.0,85.65,Electronics,Netherlands,Processing,24.17,0.0339,82.75,58.58
ORD0000628,CUST00147,2024-06-28 04:04:02,23.0,427.19,Clothing,Australia,Shipped,13.16,0.2485,7383.77,7370.610000000001
ORD0000629,CUST00086,2024-06-13 01:37:58,24.0,8.09,Clothing,Sweden,Shipped,7.58,0.0756,179.48,171.89999999999998
ORD0000630,CUST00151,2022-03-26 17:38:49,27.0,256.62,Clothing,France,Processing,9.06,0.2332,5312.96,5303.9
ORD0000631,CUST00354,2024-07-19 18:30:22,14.0,385.07,Home & Garden,Germany,Completed,1.66,0.2871,3843.23,3841.57
ORD0000632,CUST00463,2024-02-25 05:46:09,8.0,467.5,Home & Garden,United Kingdom,Cancelled,24.73,0.209,2958.34,2933.61
ORD0000633,CUST00238,2024-11-18 07:10:05,19.0,454.74,Electronics,Netherlands,Processing,0.98,0.1788,7095.22,7094.240000000001
ORD0000634,CUST00331,2024-06-24 10:07:52,14.0,410.08,Toys,Netherlands,Shipped,16.37,0.1381,4948.27,4931.900000000001
ORD0000636,CUST00257,2024-02-13 22:50:08,17.0,100.81,Electronics,Italy,Shipped,23.72,0.1059,1532.28,1508.56
ORD0000637,CUST00093,2024-10-29 10:18:01,9.0,143.17,Electronics,Sweden,Returned,6.15,0.1909,1042.55,1036.3999999999999
ORD0000639,CUST00458,2024-09-27 08:15:14,6.0,189.46,Sports,Australia,Cancelled,12.06,0.2036,905.32,893.2600000000001
ORD0000640,CUST00280,2024-02-22 13:08:58,11.0,197.57,Beauty,Belgium,Unknown,17.57,0.0595,2043.96,2026.39
ORD0000641,CUST00202,2024-06-09 14:39:07,25.0,272.96,Electronics,Spain,Shipped,1.7,0.1482,5812.68,5810.9800000000005
ORD0000642,CUST00166,2024-06-24 02:33:38,7.0,81.2,Books,Spain,Processing,4.84,0.2375,433.4,428.56
ORD0000643,CUST00013,2024-03-10 11:16:09,17.0,346.09,Beauty,Spain,Shipped,5.36,0.1427,5043.95,5038.59
ORD0000644,CUST00233,2024-08-17 06:08:20,28.0,85.03,Toys,United Kingdom,Shipped,18.45,0.161,1997.52,1979.07
ORD0000645,CUST00460,2022-11-10 16:34:14,28.0,156.19,Home & Garden,France,Processing,4.73,0.2313,3361.77,3357.04
ORD0000646,CUST00452,2024-06-25 13:57:16,1.0,252.42,Beauty,Germany,Processing,14.34,0.1984,202.34,188.0
ORD0000647,CUST00047,2024-04-07 02:56:09,22.0,398.53,Home & Garden,France,Cancelled,5.38,0.1228,7690.99,7685.61
ORD0000648,CUST00166,2024-09-25 15:16:25,5.0,370.13,Clothing,Belgium,Processing,21.54,0.2686,1353.57,1332.03
ORD0000649,CUST00333,2024-12-18 07:22:01,9.0,323.3,Electronics,United Kingdom,Completed,23.55,0.0488,2767.71,2744.16
ORD0000650,CUST00365,2024-11-05 07:47:22,18.0,79.15,Sports,Belgium,Cancelled,12.96,0.2987,999.14,986.18
ORD0000651,CUST00084,2024-10-05 23:44:15,24.0,274.2,Clothing,Netherlands,Processing,8.81,0.0357,6345.87,6337.0599999999995
ORD0000652,CUST00376,2024-02-17 23:30:56,27.0,45.09,Home & Garden,United Kingdom,Returned,5.85,0.0045,1211.95,1206.1000000000001
ORD0000653,CUST00047,2024-02-14 08:05:39,21.0,189.62,Beauty,Germany,Unknown,1.24,0.267,2918.82,2917.5800000000004
ORD0000654,CUST00362,2024-06-23 12:41:48,2.0,207.64,Electronics,United States,Processing,6.71,0.0735,384.76,378.05
ORD0000655,CUST00325,2023-07-18 19:30:37,29.0,21.35,Beauty,Germany,Returned,16.36,0.2189,483.62,467.26
ORD0000656,CUST00044,2024-07-22 10:19:52,26.0,138.08,Home & Garden,Sweden,Unknown,13.34,0.2433,2716.61,2703.27
ORD0000657,CUST00363,2024-05-29 03:57:13,11.0,477.89,Books,United States,Shipped,23.6,0.2577,3902.12,3878.52
ORD0000658,CUST00373,2024-11-03 05:16:30,27.0,476.89,Beauty,France,Completed,9.91,0.2975,9045.41,9035.5
ORD0000659,CUST00500,2024-07-17 17:04:37,28.0,177.14,Clothing,United Kingdom,Returned,17.35,0.0882,4522.46,4505.11
ORD0000660,CUST00314,2024-03-03 02:22:22,6.0,22.99,Electronics,France,Cancelled,12.23,0.2131,108.54,96.31
ORD0000661,CUST00194,2024-05-04 22:22:54,26.0,90.78,Beauty,Netherlands,Shipped,12.81,0.0346,2278.61,2265.8
ORD0000662,CUST00195,2024-01-18 01:14:03,8.0,197.02,Books,France,Returned,6.69,0.122,1383.87,1377.1799999999998
ORD0000663,CUST00394,2024-03-07 08:45:48,4.0,473.97,Books,Germany,Returned,11.37,0.2544,1413.57,1402.2
ORD0000664,CUST00468,2024-05-10 04:13:35,18.0,71.89,Sports,Spain,Shipped,11.77,0.1103,1151.29,1139.52
ORD0000665,CUST00290,2024-12-04 09:09:17,28.0,382.11,Beauty,Germany,Cancelled,17.67,0.1773,8802.13,8784.46
ORD0000666,CUST00338,2024-12-01 00:41:25,11.0,55.68,Electronics,United Kingdom,Processing,23.52,0.1511,519.93,496.40999999999997
