TransactionID,OrderID,CustomerID,TransactionDate,Amount,PaymentMethod,Status,Currency
TXN00000592,ORD0001154,CUST00340,2024-09-09 01:51:53,1043.18,Debit Card,Success,USD
TXN00000593,ORD0001371,CUST00070,2022-08-21 01:26:11,782.11,Debit Card,Success,GBP
TXN00000594,ORD0001870,CUST00499,2023-09-13 11:23:30,1039.44,Credit Card,Success,GBP
TXN00000595,ORD0001369,CUST00491,2023-07-23 02:39:32,652.63,PayPal,Success,USD
TXN00000596,ORD0002305,CUST00407,2022-01-22 16:05:59,1247.26,Bank Transfer,Success,GBP
TXN00000597,ORD0002280,CUST00109,2023-11-06 18:54:26,190.5,Credit Card,Success,USD
TXN00000598,ORD0002225,CUST00343,2024-10-25 00:39:03,1244.14,Bank Transfer,Success,GBP
TXN00000599,ORD0001848,CUST00267,2022-09-26 09:42:12,554.31,Credit Card,Success,USD
TXN00000600,ORD0001325,CUST00415,2022-08-23 15:07:44,40.18,Bank Transfer,Pending,GBP
TXN00000601,ORD0002317,CUST00364,2024-07-10 02:17:58,1107.65,Credit Card,Success,USD
TXN00000602,ORD0000763,CUST00160,2022-10-13 16:38:51,1159.0,PayPal,Success,EUR
TXN00000603,ORD0000360,CUST00265,2022-12-04 02:06:53,856.01,Credit Card,Success,USD
TXN00000604,ORD0000701,CUST00252,2022-05-28 08:07:22,149.21,Bank Transfer,Success,GBP
TXN00000605,ORD0002431,CUST00176,2022-01-26 11:02:23,1787.22,Credit Card,Success,EUR
TXN00000606,ORD0002432,CUST00365,2023-08-31 20:24:35,1224.8,Debit Card,Success,GBP
TXN00000607,ORD0001735,CUST00223,2024-01-04 16:10:52,235.85,Debit Card,Failed,USD
TXN00000608,ORD0001277,CUST00309,2022-08-21 20:40:14,1024.31,Debit Card,Success,USD
TXN00000609,ORD0000687,CUST00233,2023-02-25 19:30:51,997.02,Credit Card,Success,GBP
TXN00000610,ORD0001619,CUST00296,2023-06-09 00:01:22,125.5,Credit Card,Success,GBP
TXN00000611,ORD0000191,CUST00060,2022-11-04 04:53:46,1215.69,PayPal,Success,GBP
TXN00000612,ORD0000946,CUST00066,2022-02-03 16:18:50,1617.61,PayPal,Success,EUR
TXN00000613,ORD0000985,CUST00068,2024-02-12 13:31:27,1499.27,PayPal,Success,EUR
TXN00000614,ORD0001717,CUST00331,2023-09-02 07:27:54,409.92,Debit Card,Success,GBP
TXN00000615,ORD0000734,CUST00058,2022-09-03 22:27:39,1725.27,Bank Transfer,Success,GBP
TXN00000616,ORD0000035,CUST00050,2023-04-17 12:07:30,688.37,Bank Transfer,Success,EUR
TXN00000617,ORD0000580,CUST00167,2024-05-03 08:27:21,1893.28,Debit Card,Success,GBP
TXN00000618,ORD0001875,CUST00142,2023-03-08 08:16:22,148.14,Credit Card,Success,GBP
TXN00000619,ORD0001516,CUST00382,2022-12-20 18:44:10,974.99,Debit Card,Success,GBP
TXN00000620,ORD0001449,CUST00439,2022-10-23 01:42:08,1196.26,PayPal,Success,GBP
TXN00000621,ORD0002133,CUST00073,2024-01-26 19:19:51,499.06,Debit Card,Success,USD
TXN00000622,ORD0000765,CUST00011,2024-07-31 16:04:32,1543.9,Credit Card,Success,USD
TXN00000623,ORD0000319,CUST00044,2024-02-15 09:10:19,1255.66,Bank Transfer,Refunded,GBP
TXN00000624,ORD0001048,CUST00318,2023-11-04 10:03:01,41.13,PayPal,Success,EUR
TXN00000625,ORD0001893,CUST00121,2023-11-07 21:59:09,1218.7,Debit Card,Success,GBP
TXN00000626,ORD0001898,CUST00458,2022-09-06 06:32:44,985.5,Debit Card,Failed,USD
TXN00000627,ORD0000102,CUST00490,2024-01-28 01:25:54,396.08,Bank Transfer,Success,GBP
TXN00000628,ORD0002441,CUST00086,2024-10-31 06:25:14,1991.52,Bank Transfer,Failed,USD
TXN00000629,ORD0000517,CUST00212,2022-04-03 20:01:47,1794.84,Bank Transfer,Success,GBP
TXN00000630,ORD0000005,CUST00475,2023-07-03 22:33:58,588.55,Bank Transfer,Success,GBP
TXN00000631,ORD0001823,CUST00342,2022-06-14 16:23:43,1084.44,PayPal,Failed,EUR
TXN00000632,ORD0000470,CUST00465,2022-04-14 22:26:21,636.42,Credit Card,Success,GBP
TXN00000633,ORD0000373,CUST00488,2023-05-18 04:50:42,1552.11,PayPal,Success,USD
TXN00000634,ORD0001411,CUST00412,2024-01-11 12:40:24,1861.01,PayPal,Success,EUR
TXN00000635,ORD0000664,CUST00498,2024-08-02 05:05:04,720.86,Bank Transfer,Success,USD
TXN00000636,ORD0000925,CUST00104,2023-03-26 10:42:02,1612.14,PayPal,Success,GBP
TXN00000637,ORD0002256,CUST00362,2022-08-08 18:40:28,999.32,Bank Transfer,Success,GBP
TXN00000638,ORD0000026,CUST00065,2023-01-01 07:07:03,796.17,Debit Card,Success,EUR
TXN00000639,ORD0000742,CUST00190,2024-03-16 20:52:30,1877.15,PayPal,Success,GBP
TXN00000640,ORD0000775,CUST00453,2024-02-07 18:17:20,1023.26,Credit Card,Success,USD
TXN00000641,ORD0001768,CUST00488,2022-12-03 04:07:13,937.48,PayPal,Success,USD
TXN00000642,ORD0000690,CUST00325,2023-10-09 18:28:55,1346.51,Debit Card,Success,USD
TXN00000643,ORD0000406,CUST00226,2024-02-01 23:25:18,526.16,PayPal,Success,USD
TXN00000644,ORD0002491,CUST00050,2022-01-21 03:28:00,652.96,Debit Card,Success,GBP
TXN00000645,ORD0000701,CUST00249,2023-04-24 11:21:30,1864.43,Credit Card,Success,USD
TXN00000646,ORD0000277,CUST00008,2024-09-08 00:20:50,1358.67,Bank Transfer,Success,USD
TXN00000647,ORD0001445,CUST00468,2022-09-04 09:07:33,1654.14,Bank Transfer,Success,GBP
TXN00000648,ORD0002149,CUST00100,2023-06-10 23:11:46,545.87,Credit Card,Success,GBP
TXN00000649,ORD0000510,CUST00394,2024-09-06 09:12:59,1089.86,PayPal,Pending,USD
TXN00000650,ORD0002140,CUST00437,2023-04-28 12:27:06,1942.94,Credit Card,Success,USD
TXN00000651,ORD0002347,CUST00474,2024-11-28 15:30:52,640.81,Credit Card,Success,GBP
TXN00000652,ORD0002003,CUST00347,2024-08-18 18:36:45,325.15,Credit Card,Success,USD
TXN00000653,ORD0000018,CUST00214,2023-10-29 10:11:00,1024.22,PayPal,Success,GBP
TXN00000654,ORD0001500,CUST00261,2024-08-08 03:05:54,778.7,Debit Card,Success,EUR
TXN00000655,ORD0002317,CUST00488,2022-07-09 06:47:59,323.36,Debit Card,Success,USD
TXN00000656,ORD0000387,CUST00210,2024-07-19 16:39:24,1777.66,Credit Card,Success,GBP
TXN00000657,ORD0001777,CUST00212,2022-07-21 01:25:42,1981.49,Bank Transfer,Success,GBP
TXN00000658,ORD0000436,CUST00408,2024-04-02 18:17:17,1139.32,Credit Card,Success,USD
TXN00000659,ORD0000460,CUST00322,2023-03-14 21:53:11,1550.48,PayPal,Pending,EUR
TXN00000660,ORD0002061,CUST00066,2023-06-14 21:01:36,1718.78,Debit Card,Success,GBP
TXN00000661,ORD0001789,CUST00200,2023-08-03 23:40:18,1403.46,Credit Card,Success,USD
TXN00000662,ORD0000867,CUST00429,2024-12-05 13:40:51,93.09,Debit Card,Success,GBP
TXN00000663,ORD0002194,CUST00425,2022-07-19 01:09:49,319.48,Credit Card,Success,GBP
TXN00000664,ORD0001522,CUST00365,2023-07-29 02:28:35,146.62,Credit Card,Success,USD
TXN00000665,ORD0001362,CUST00223,2024-05-28 04:56:37,24.71,Bank Transfer,Refunded,GBP
TXN00000666,ORD0002254,CUST00234,2024-01-06 14:13:07,615.46,Debit Card,Success,USD
TXN00000667,ORD0002256,CUST00050,2022-04-09 01:28:13,787.75,Credit Card,Success,EUR
TXN00000668,ORD0000335,CUST00491,2022-01-28 12:16:07,485.85,Credit Card,Success,EUR
TXN00000669,ORD0002411,CUST00168,2023-11-26 12:17:01,133.89,Credit Card,Success,GBP
TXN00000670,ORD0001282,CUST00472,2023-07-29 18:55:02,1062.08,PayPal,Success,USD
TXN00000671,ORD0002331,CUST00332,2023-10-10 18:54:30,550.27,Bank Transfer,Success,EUR
TXN00000672,ORD0001900,CUST00086,2023-01-18 07:38:25,1593.09,Debit Card,Success,GBP
TXN00000673,ORD0001927,CUST00354,2022-11-22 09:05:06,21.06,PayPal,Success,GBP
TXN00000674,ORD0000686,CUST00137,2023-05-22 17:38:25,1685.84,Bank Transfer,Success,EUR
TXN00000675,ORD0000386,CUST00149,2024-12-05 05:00:16,1909.73,Debit Card,Pending,GBP
TXN00000676,ORD0001564,CUST00055,2022-12-29 15:12:44,1433.69,Debit Card,Failed,EUR
TXN00000677,ORD0002278,CUST00455,2023-05-01 12:13:31,1468.62,PayPal,Success,USD
TXN00000678,ORD0002117,CUST00471,2024-09-11 16:26:22,1867.46,Bank Transfer,Success,GBP
TXN00000679,ORD0000183,CUST00093,2024-01-10 17:33:48,422.1,Credit Card,Pending,GBP
TXN00000680,ORD0000207,CUST00160,2023-03-12 18:57:59,1989.16,Credit Card,Success,GBP
TXN00000681,ORD0001392,CUST00335,2024-05-12 03:44:28,1548.1,PayPal,Success,GBP
TXN00000682,ORD0000969,CUST00328,2023-06-14 08:21:15,1454.51,Bank Transfer,Success,USD
TXN00000683,ORD0001961,CUST00129,2024-06-15 16:18:49,725.38,Credit Card,Success,GBP
TXN00000684,ORD0002192,CUST00303,2023-05-30 06:50:17,1093.83,Bank Transfer,Success,GBP
TXN00000685,ORD0002474,CUST00404,2024-12-20 19:36:45,1309.57,Credit Card,Success,GBP
TXN00000686,ORD0000885,CUST00466,2022-10-29 22:55:42,1242.58,PayPal,Pending,EUR
TXN00000687,ORD0000276,CUST00091,2022-07-17 11:51:21,1411.44,Credit Card,Success,GBP
TXN00000688,ORD0002243,CUST00460,2023-05-15 22:47:40,169.35,Credit Card,Success,EUR
TXN00000689,ORD0001538,CUST00244,2024-09-09 20:05:04,714.52,Credit Card,Refunded,EUR
TXN00000690,ORD0002494,CUST00449,2024-06-07 23:57:24,870.83,Credit Card,Success,GBP
TXN00000691,ORD0000634,CUST00424,2022-12-22 15:00:21,524.96,Bank Transfer,Success,GBP
TXN00000692,ORD0002083,CUST00278,2024-07-09 22:28:57,349.39,Credit Card,Success,EUR
TXN00000693,ORD0002384,CUST00073,2024-08-04 15:35:54,282.16,Bank Transfer,Success,USD
TXN00000694,ORD0001965,CUST00150,2023-01-04 04:40:00,735.93,Credit Card,Success,GBP
TXN00000695,ORD0000707,CUST00200,2023-01-22 23:05:10,989.42,PayPal,Success,USD
TXN00000696,ORD0002086,CUST00212,2024-01-29 23:52:40,130.64,PayPal,Success,GBP
TXN00000697,ORD0001131,CUST00317,2024-05-25 01:16:20,1893.18,Bank Transfer,Success,GBP
TXN00000698,ORD0001359,CUST00127,2023-12-31 17:38:38,1531.66,Credit Card,Success,USD
TXN00000699,ORD0001274,CUST00363,2022-01-31 03:11:00,1463.05,Debit Card,Success,GBP
TXN00000700,ORD0000219,CUST00460,2023-05-02 22:38:15,349.86,Credit Card,Success,EUR
TXN00000701,ORD0000394,CUST00312,2024-03-04 17:59:12,1209.58,Bank Transfer,Success,EUR
TXN00000702,ORD0002105,CUST00498,2022-05-29 11:34:47,1061.8,Bank Transfer,Success,USD
TXN00000703,ORD0000566,CUST00151,2023-08-20 17:54:06,1965.03,Debit Card,Success,GBP
TXN00000704,ORD0000689,CUST00345,2022-08-19 11:05:32,1496.61,Credit Card,Success,GBP
TXN00000705,ORD0001953,CUST00465,2024-08-26 17:45:14,1153.64,Bank Transfer,Success,GBP
TXN00000706,ORD0000666,CUST00214,2023-05-15 16:09:54,1702.37,Debit Card,Success,GBP
TXN00000707,ORD0000005,CUST00361,2022-05-07 07:22:10,314.41,Credit Card,Refunded,GBP
TXN00000708,ORD0000222,CUST00278,2024-04-02 03:19:54,35.36,Bank Transfer,Success,USD
TXN00000709,ORD0000728,CUST00080,2024-02-02 15:35:15,1382.02,Credit Card,Success,GBP
TXN00000710,ORD0002258,CUST00163,2023-12-20 18:18:21,201.13,Debit Card,Success,EUR
TXN00000711,ORD0000876,CUST00317,2024-07-25 02:32:52,235.29,Debit Card,Success,EUR
TXN00000712,ORD0001207,CUST00463,2023-02-18 05:28:18,1490.64,Credit Card,Pending,USD
TXN00000713,ORD0002199,CUST00310,2022-04-14 23:09:41,544.72,Bank Transfer,Success,USD
TXN00000714,ORD0000523,CUST00214,2023-11-30 06:00:45,1259.12,Debit Card,Failed,GBP
TXN00000715,ORD0000937,CUST00022,2023-08-29 04:27:49,1835.23,PayPal,Success,GBP
TXN00000716,ORD0000555,CUST00033,2022-10-28 02:20:11,636.37,Credit Card,Success,EUR
TXN00000717,ORD0000637,CUST00159,2023-03-06 01:52:07,438.2,Credit Card,Success,USD
TXN00000718,ORD0000243,CUST00167,2022-08-11 06:32:03,217.59,PayPal,Success,GBP
TXN00000719,ORD0001033,CUST00167,2023-07-20 02:47:34,265.27,Credit Card,Success,USD
TXN00000720,ORD0000364,CUST00432,2022-04-02 16:28:18,129.13,Bank Transfer,Success,EUR
TXN00000721,ORD0001137,CUST00377,2024-01-06 22:33:57,179.85,Bank Transfer,Success,GBP
TXN00000722,ORD0001142,CUST00280,2023-01-19 01:22:41,866.85,Debit Card,Success,GBP
TXN00000723,ORD0001996,CUST00072,2022-12-13 22:28:10,645.13,Bank Transfer,Success,EUR
TXN00000724,ORD0001142,CUST00280,2024-09-10 10:33:13,1414.59,Bank Transfer,Success,GBP
TXN00000725,ORD0000866,CUST00469,2022-01-05 17:49:57,1741.13,Debit Card,Success,GBP
TXN00000726,ORD0000540,CUST00189,2023-05-24 07:26:10,1570.62,PayPal,Success,GBP
TXN00000727,ORD0002150,CUST00478,2023-07-08 06:56:03,1063.62,PayPal,Success,EUR
TXN00000728,ORD0000450,CUST00378,2024-08-22 03:36:11,209.37,Debit Card,Success,EUR
TXN00000729,ORD0000271,CUST00488,2024-01-20 14:53:03,1420.99,Bank Transfer,Success,GBP
TXN00000730,ORD0001727,CUST00456,2024-05-22 20:19:35,728.84,Debit Card,Success,GBP
TXN00000731,ORD0001475,CUST00410,2022-08-15 23:45:20,175.87,Bank Transfer,Refunded,GBP
TXN00000732,ORD0002365,CUST00034,2023-02-28 17:08:20,1685.72,Credit Card,Failed,GBP
TXN00000733,ORD0002468,CUST00387,2023-05-13 03:47:40,679.74,Debit Card,Success,GBP
TXN00000734,ORD0000804,CUST00364,2024-01-23 22:50:25,440.41,Bank Transfer,Success,GBP
TXN00000735,ORD0000042,CUST00391,2023-05-04 01:02:32,1743.55,Credit Card,Refunded,GBP
TXN00000736,ORD0000519,CUST00141,2024-07-28 11:29:52,1804.76,PayPal,Success,EUR
TXN00000737,ORD0000054,CUST00037,2024-04-13 03:05:32,681.25,PayPal,Success,GBP
TXN00000738,ORD0000523,CUST00236,2022-11-07 18:42:55,712.83,Debit Card,Pending,GBP
TXN00000739,ORD0000148,CUST00148,2024-09-30 06:43:09,1161.36,Bank Transfer,Success,GBP
TXN00000740,ORD0000852,CUST00237,2022-10-20 08:25:12,1468.22,Bank Transfer,Success,USD
TXN00000741,ORD0000208,CUST00147,2024-07-17 07:39:54,130.98,Debit Card,Success,GBP
TXN00000742,ORD0001135,CUST00364,2024-07-28 23:04:12,1188.72,Credit Card,Success,USD
TXN00000743,ORD0000612,CUST00212,2022-07-06 23:26:10,1905.88,PayPal,Success,USD
TXN00000744,ORD0000898,CUST00340,2023-04-05 05:29:47,527.88,PayPal,Success,EUR
TXN00000745,ORD0000538,CUST00386,2022-04-05 01:57:01,1818.11,Credit Card,Success,USD
TXN00000746,ORD0000535,CUST00427,2022-10-30 20:00:17,1900.59,PayPal,Refunded,GBP
TXN00000747,ORD0001798,CUST00092,2024-03-24 05:34:34,541.96,Debit Card,Success,GBP
TXN00000748,ORD0002040,CUST00437,2024-02-23 03:18:02,1509.63,Bank Transfer,Success,USD
TXN00000749,ORD0001472,CUST00038,2023-03-15 18:43:57,481.36,Credit Card,Success,GBP
TXN00000750,ORD0000521,CUST00021,2023-01-21 14:33:12,1476.53,PayPal,Success,GBP
TXN00000751,ORD0000423,CUST00252,2023-08-08 02:37:41,1595.85,Debit Card,Success,EUR
TXN00000752,ORD0000999,CUST00313,2023-10-20 02:15:34,498.18,Bank Transfer,Success,EUR
TXN00000753,ORD0001528,CUST00317,2024-12-24 09:58:46,1433.16,Credit Card,Success,EUR
TXN00000754,ORD0000795,CUST00058,2022-01-17 22:54:14,1625.15,Credit Card,Success,EUR
TXN00000755,ORD0000170,CUST00064,2023-04-09 04:50:41,720.36,Debit Card,Success,USD
TXN00000756,ORD0000536,CUST00406,2023-02-10 10:20:00,339.57,Credit Card,Success,USD
TXN00000757,ORD0002062,CUST00134,2022-11-14 06:37:12,188.47,PayPal,Success,GBP
TXN00000758,ORD0000384,CUST00270,2022-08-12 18:55:52,1152.89,PayPal,Success,EUR
TXN00000759,ORD0001712,CUST00214,2023-04-05 23:32:02,1956.31,Debit Card,Refunded,GBP
TXN00000760,ORD0001375,CUST00435,2022-02-09 06:38:40,1646.79,Debit Card,Success,USD
TXN00000761,ORD0000193,CUST00195,2022-02-14 18:32:00,874.5,Bank Transfer,Success,GBP
TXN00000762,ORD0001668,CUST00255,2024-10-09 06:42:44,1075.56,PayPal,Failed,GBP
TXN00000763,ORD0001039,CUST00293,2024-09-27 09:37:23,562.66,Credit Card,Success,USD
TXN00000764,ORD0001622,CUST00098,2023-10-17 15:47:48,330.32,Credit Card,Pending,GBP
TXN00000765,ORD0000808,CUST00421,2022-05-03 06:30:33,966.75,Bank Transfer,Success,USD
TXN00000766,ORD0000012,CUST00175,2023-07-27 15:35:02,929.69,Debit Card,Success,USD
TXN00000767,ORD0000236,CUST00250,2023-12-24 06:12:00,1046.25,Debit Card,Success,USD
TXN00000768,ORD0001411,CUST00366,2022-08-18 07:28:35,1905.85,PayPal,Success,GBP
TXN00000769,ORD0002437,CUST00439,2023-11-25 21:37:38,1209.77,Credit Card,Success,GBP
TXN00000770,ORD0000946,CUST00252,2024-08-30 06:51:56,1213.51,Credit Card,Success,EUR
TXN00000771,ORD0001803,CUST00296,2023-08-17 10:43:03,260.41,Credit Card,Success,GBP
TXN00000772,ORD0001872,CUST00056,2024-05-12 13:45:21,1993.0,Credit Card,Success,GBP
TXN00000773,ORD0001883,CUST00037,2022-09-01 20:34:46,1546.83,Debit Card,Success,GBP
TXN00000774,ORD0001458,CUST00305,2024-07-11 12:08:55,1755.02,Bank Transfer,Success,EUR
TXN00000775,ORD0001630,CUST00462,2023-11-21 22:42:44,831.53,Bank Transfer,Failed,USD
TXN00000776,ORD0002395,CUST00445,2023-05-03 22:00:45,1006.75,Debit Card,Success,GBP
TXN00000777,ORD0000394,CUST00443,2022-06-17 09:01:11,1046.56,Credit Card,Success,EUR
TXN00000778,ORD0002201,CUST00264,2023-03-01 22:45:35,392.22,PayPal,Failed,EUR
TXN00000779,ORD0000919,CUST00436,2023-12-10 06:47:45,1380.53,Bank Transfer,Success,USD
TXN00000780,ORD0000541,CUST00274,2023-03-05 16:08:28,1806.44,PayPal,Success,GBP
TXN00000781,ORD0000291,CUST00045,2022-11-04 05:47:54,331.59,Debit Card,Success,USD
TXN00000782,ORD0000094,CUST00252,2024-07-31 05:32:32,177.2,Credit Card,Pending,GBP
TXN00000783,ORD0000664,CUST00165,2023-12-06 05:29:50,1477.75,Debit Card,Success,USD
TXN00000784,ORD0002451,CUST00403,2023-03-19 08:43:33,550.04,Bank Transfer,Success,EUR
TXN00000785,ORD0000368,CUST00495,2022-09-11 01:23:34,1249.61,Credit Card,Success,EUR
TXN00000786,ORD0001703,CUST00032,2024-06-30 01:34:18,1393.04,Credit Card,Pending,GBP
TXN00000787,ORD0000304,CUST00475,2022-07-19 16:09:27,647.21,Bank Transfer,Success,EUR
TXN00000788,ORD0001924,CUST00495,2023-05-17 10:59:41,1631.21,Debit Card,Success,GBP
TXN00000789,ORD0001223,CUST00347,2022-01-27 08:10:25,1102.23,Bank Transfer,Success,GBP
TXN00000790,ORD0001549,CUST00114,2022-07-12 11:53:02,1738.65,Debit Card,Success,USD
TXN00000791,ORD0002491,CUST00419,2022-03-23 10:29:20,1527.77,Debit Card,Success,USD
TXN00000792,ORD0000168,CUST00404,2023-05-23 06:13:13,1737.81,Bank Transfer,Refunded,GBP
TXN00000793,ORD0000652,CUST00347,2024-05-08 09:29:37,45.22,Debit Card,Success,GBP
TXN00000794,ORD0002385,CUST00243,2024-01-12 03:38:01,490.79,Bank Transfer,Pending,GBP
TXN00000795,ORD0002175,CUST00199,2023-07-27 22:40:50,184.57,Bank Transfer,Success,USD
TXN00000796,ORD0000894,CUST00064,2022-08-09 04:55:44,886.96,Credit Card,Success,EUR
TXN00000797,ORD0000489,CUST00455,2023-05-05 18:04:12,1780.47,Debit Card,Success,USD
TXN00000798,ORD0000120,CUST00043,2023-08-06 14:05:46,937.74,Credit Card,Success,GBP
TXN00000799,ORD0001080,CUST00249,2024-05-04 14:13:32,1700.18,PayPal,Success,EUR
TXN00000800,ORD0001016,CUST00052,2022-02-09 13:24:49,657.72,Debit Card,Pending,USD
TXN00000801,ORD0002217,CUST00148,2024-09-03 22:43:52,682.44,Credit Card,Pending,EUR
TXN00000802,ORD0001131,CUST00492,2023-11-06 14:22:19,1791.65,Credit Card,Success,USD
TXN00000803,ORD0000274,CUST00356,2024-10-01 00:51:58,854.51,Credit Card,Success,EUR
TXN00000804,ORD0001586,CUST00258,2023-05-19 03:16:45,1580.58,Debit Card,Success,EUR
TXN00000805,ORD0001606,CUST00243,2023-09-07 10:42:51,477.1,Debit Card,Refunded,USD
TXN00000806,ORD0000665,CUST00064,2022-10-04 12:15:45,1897.86,Credit Card,Success,GBP
TXN00000807,ORD0000618,CUST00229,2023-05-23 08:55:14,1151.28,Credit Card,Success,USD
TXN00000808,ORD0002325,CUST00180,2024-08-10 09:21:20,1519.85,Debit Card,Success,USD
TXN00000809,ORD0000333,CUST00497,2022-02-23 15:31:13,183.58,Debit Card,Success,USD
TXN00000810,ORD0000832,CUST00445,2024-09-26 19:55:45,987.87,PayPal,Success,GBP
TXN00000811,ORD0000486,CUST00126,2023-03-16 11:36:32,1802.57,Debit Card,Success,GBP
TXN00000812,ORD0001720,CUST00029,2023-05-19 08:07:24,1754.69,Bank Transfer,Success,USD
TXN00000813,ORD0001995,CUST00050,2024-05-28 15:43:33,98.39,Bank Transfer,Pending,EUR
TXN00000814,ORD0000058,CUST00304,2024-06-02 04:19:15,610.88,PayPal,Success,USD
TXN00000815,ORD0002053,CUST00388,2022-03-03 04:14:51,889.42,PayPal,Success,GBP
TXN00000816,ORD0000229,CUST00360,2024-03-05 21:52:15,348.67,Credit Card,Success,GBP
TXN00000817,ORD0001503,CUST00252,2022-03-28 18:34:52,1461.35,Debit Card,Success,GBP
TXN00000818,ORD0001663,CUST00014,2022-07-24 20:20:56,373.1,Credit Card,Success,GBP
TXN00000819,ORD0002283,CUST00211,2024-02-11 13:26:46,696.55,Credit Card,Success,GBP
TXN00000820,ORD0001510,CUST00126,2022-04-10 05:32:26,1328.24,Credit Card,Success,USD
TXN00000821,ORD0001711,CUST00329,2022-04-16 11:17:46,966.77,Debit Card,Success,EUR
TXN00000822,ORD0001611,CUST00355,2022-08-06 08:16:35,1478.45,Credit Card,Success,GBP
TXN00000823,ORD0001887,CUST00048,2022-08-24 10:56:11,1922.61,Debit Card,Success,USD
TXN00000824,ORD0000167,CUST00015,2022-06-08 20:16:34,237.51,Credit Card,Success,USD
TXN00000825,ORD0001570,CUST00070,2024-03-23 02:40:22,1420.59,Credit Card,Success,EUR
TXN00000826,ORD0000958,CUST00121,2022-09-11 19:18:44,464.54,Bank Transfer,Success,EUR
TXN00000827,ORD0001614,CUST00159,2023-01-01 01:56:31,831.88,Credit Card,Success,GBP
TXN00000828,ORD0000627,CUST00066,2022-05-23 16:46:00,70.56,PayPal,Success,GBP
TXN00000829,ORD0000345,CUST00411,2023-07-14 17:35:19,276.14,Credit Card,Success,GBP
TXN00000830,ORD0002337,CUST00117,2023-07-09 16:56:45,642.96,Bank Transfer,Success,USD
TXN00000831,ORD0002098,CUST00444,2023-06-10 07:26:45,687.26,Bank Transfer,Success,USD
TXN00000832,ORD0001613,CUST00252,2022-05-07 01:48:59,1799.67,Bank Transfer,Success,GBP
TXN00000833,ORD0001483,CUST00165,2023-10-04 00:24:03,1484.92,Credit Card,Success,EUR
TXN00000834,ORD0001482,CUST00139,2023-06-18 17:20:00,1944.51,Bank Transfer,Pending,GBP
TXN00000835,ORD0000248,CUST00255,2022-04-19 02:00:03,1200.15,Bank Transfer,Success,EUR
TXN00000836,ORD0001242,CUST00182,2024-02-05 00:04:45,487.22,Debit Card,Success,GBP
TXN00000837,ORD0002381,CUST00066,2023-09-15 05:57:16,658.67,Debit Card,Success,GBP
TXN00000838,ORD0001176,CUST00408,2024-04-26 19:13:31,643.07,Bank Transfer,Success,GBP
TXN00000839,ORD0001044,CUST00003,2022-04-07 13:08:12,656.36,PayPal,Success,GBP
TXN00000840,ORD0001231,CUST00350,2024-03-26 01:27:49,1347.56,PayPal,Success,USD
TXN00000841,ORD0000149,CUST00255,2023-10-09 18:45:42,1063.96,PayPal,Success,GBP
TXN00000842,ORD0001807,CUST00172,2024-09-24 00:44:08,773.92,Bank Transfer,Success,USD
TXN00000843,ORD0001768,CUST00012,2023-09-08 03:35:00,302.43,Debit Card,Success,GBP
TXN00000844,ORD0001604,CUST00123,2024-12-15 00:03:56,49.17,Bank Transfer,Success,GBP
TXN00000845,ORD0000805,CUST00183,2022-08-29 18:13:21,441.58,Bank Transfer,Success,EUR
TXN00000846,ORD0001255,CUST00398,2024-05-01 10:33:23,219.41,PayPal,Failed,EUR
TXN00000847,ORD0002477,CUST00233,2022-05-19 23:49:19,1571.96,PayPal,Success,GBP
TXN00000848,ORD0000773,CUST00056,2022-11-18 23:00:37,229.43,Credit Card,Failed,EUR
TXN00000849,ORD0000921,CUST00033,2023-11-28 17:13:22,1449.84,Debit Card,Success,USD
TXN00000850,ORD0002325,CUST00459,2022-09-05 02:12:13,774.39,Credit Card,Success,GBP
TXN00000851,ORD0001708,CUST00266,2022-06-29 00:47:58,151.39,PayPal,Success,EUR
TXN00000852,ORD0001409,CUST00023,2023-02-10 01:38:22,1626.4,PayPal,Success,GBP
TXN00000853,ORD0000035,CUST00363,2022-12-20 05:56:35,1161.36,Bank Transfer,Success,GBP
TXN00000854,ORD0001239,CUST00454,2023-01-07 16:27:35,475.34,PayPal,Success,USD
TXN00000855,ORD0002477,CUST00339,2022-03-29 19:00:04,1789.89,Credit Card,Success,GBP
TXN00000856,ORD0001544,CUST00148,2024-09-28 14:20:31,95.29,Credit Card,Success,GBP
TXN00000857,ORD0000686,CUST00463,2024-11-27 19:32:41,407.63,Bank Transfer,Success,GBP
TXN00000858,ORD0001859,CUST00248,2024-05-16 07:59:17,1505.33,PayPal,Success,USD
TXN00000859,ORD0000778,CUST00059,2022-02-07 15:10:51,1420.21,Debit Card,Success,USD
TXN00000860,ORD0000531,CUST00174,2022-03-23 12:42:42,582.1,Debit Card,Success,GBP
TXN00000861,ORD0000692,CUST00354,2024-09-25 17:08:40,128.74,Bank Transfer,Success,EUR
TXN00000862,ORD0001579,CUST00410,2024-12-19 04:46:20,1716.87,PayPal,Success,GBP
TXN00000863,ORD0000552,CUST00247,2022-12-17 07:59:24,630.83,Debit Card,Success,USD
TXN00000864,ORD0001778,CUST00150,2024-01-14 14:58:38,395.45,Credit Card,Success,EUR
TXN00000865,ORD0000482,CUST00218,2022-03-07 20:35:38,1034.54,Debit Card,Success,EUR
TXN00000866,ORD0000363,CUST00089,2022-03-07 12:25:50,1820.9,Debit Card,Success,USD
