OrderID,CustomerID,InvoiceDate,Quantity,UnitPrice,ProductCategory,Country,OrderStatus,ShippingCost,DiscountPct,Revenue
ORD0000622,CUST00392,2024-09-01 22:04:13,24.0,273.0,Electronics,Spain,Shipped,22.84,0.2369,4999.83
ORD0000623,CUST00493,2024-01-20 03:28:00,14.0,40.31,Toys,Netherlands,Processing,20.82,0.2216,439.28
ORD0000624,CUST00098,2023-03-29 07:57:12,3.0,477.79,Clothing,United Kingdom,Cancelled,7.44,0.1876,1164.47
ORD0000625,CUST00226,2024-06-03 14:00:02,10.0,124.61,Toys,Spain,,19.73,0.2959,877.38
ORD0000626,CUST00453,2024-04-28 06:39:01,6.0,430.03,Sports,United Kingdom,Shipped,0.78,0.1601,2167.09
ORD0000627,CUST00397,2024-11-17 09:59:12,1.0,85.65,Electronics,Netherlands,Processing,24.17,0.0339,82.75
ORD0000628,CUST00147,2024-06-28 04:04:02,23.0,427.19,Clothing,Australia,Shipped,13.16,0.2485,7383.77
ORD0000629,CUST00086,2024-06-13 01:37:58,24.0,8.09,Clothing,Sweden,Shipped,7.58,0.0756,179.48
ORD0000630,CUST00151,2022-03-26 17:38:49,27.0,256.62,Clothing,France,Processing,9.06,0.2332,5312.96
ORD0000631,CUST00354,2024-07-19 18:30:22,14.0,385.07,Home & Garden,Germany,Completed,1.66,0.2871,3843.23
ORD0000632,CUST00463,2024-02-25 05:46:09,8.0,467.5,Home & Garden,United Kingdom,Cancelled,24.73,0.209,2958.34
ORD0000633,CUST00238,2024-11-18 07:10:05,19.0,454.74,Electronics,Netherlands,Processing,0.98,0.1788,7095.22
ORD0000634,CUST00331,2024-06-24 10:07:52,14.0,410.08,Toys,Netherlands,Shipped,16.37,0.1381,4948.27
ORD0000635,CUST00047,2024-10-07 15:33:22,,,Toys,France,Processing,11.07,0.1093,3957.02
ORD0000636,CUST00257,2024-02-13 22:50:08,17.0,100.81,Electronics,Italy,Shipped,23.72,0.1059,1532.28
ORD0000637,CUST00093,2024-10-29 10:18:01,9.0,143.17,Electronics,Sweden,Returned,6.15,0.1909,1042.55
ORD0000638,CUST00300,2024-12-30 05:19:30,29.0,,Sports,France,,13.3,0.2254,3269.55
ORD0000639,CUST00458,2024-09-27 08:15:14,6.0,189.46,Sports,Australia,Cancelled,12.06,0.2036,905.32
ORD0000640,CUST00280,2024-02-22 13:08:58,11.0,197.57,Beauty,Belgium,,17.57,0.0595,2043.96
ORD0000641,CUST00202,2024-06-09 14:39:07,25.0,272.96,Electronics,Spain,Shipped,1.7,0.1482,5812.68
ORD0000642,CUST00166,2024-06-24 02:33:38,7.0,81.2,Books,Spain,Processing,4.84,0.2375,433.4
ORD0000643,CUST00013,2024-03-10 11:16:09,17.0,346.09,Beauty,Spain,Shipped,5.36,0.1427,5043.95
ORD0000644,CUST00233,2024-08-17 06:08:20,28.0,85.03,Toys,United Kingdom,Shipped,18.45,0.161,1997.52
ORD0000645,CUST00460,2022-11-10 16:34:14,28.0,156.19,Home & Garden,France,Processing,4.73,0.2313,3361.77
ORD0000646,CUST00452,2024-06-25 13:57:16,1.0,252.42,Beauty,Germany,Processing,14.34,0.1984,202.34
ORD0000647,CUST00047,2024-04-07 02:56:09,22.0,398.53,Home & Garden,France,Cancelled,5.38,0.1228,7690.99
ORD0000648,CUST00166,2024-09-25 15:16:25,5.0,370.13,Clothing,Belgium,Processing,21.54,0.2686,1353.57
ORD0000649,CUST00333,2024-12-18 07:22:01,9.0,323.3,Electronics,United Kingdom,Completed,23.55,0.0488,2767.71
ORD0000650,CUST00365,2024-11-05 07:47:22,18.0,79.15,Sports,Belgium,Cancelled,12.96,0.2987,999.14
ORD0000651,CUST00084,2024-10-05 23:44:15,24.0,274.2,Clothing,Netherlands,Processing,8.81,0.0357,6345.87
ORD0000652,CUST00376,2024-02-17 23:30:56,27.0,45.09,Home & Garden,United Kingdom,Returned,5.85,0.0045,1211.95
ORD0000653,CUST00047,2024-02-14 08:05:39,21.0,189.62,Beauty,Germany,,1.24,0.267,2918.82
ORD0000654,CUST00362,2024-06-23 12:41:48,2.0,207.64,Electronics,United States,Processing,6.71,0.0735,384.76
ORD0000655,CUST00325,2023-07-18 19:30:37,29.0,21.35,Beauty,Germany,Returned,16.36,0.2189,483.62
ORD0000656,CUST00044,2024-07-22 10:19:52,26.0,138.08,Home & Garden,Sweden,,13.34,0.2433,2716.61
ORD0000657,CUST00363,2024-05-29 03:57:13,11.0,477.89,Books,United States,Shipped,23.6,0.2577,3902.12
ORD0000658,CUST00373,2024-11-03 05:16:30,27.0,476.89,Beauty,France,Completed,9.91,0.2975,9045.41
ORD0000659,CUST00500,2024-07-17 17:04:37,28.0,177.14,Clothing,United Kingdom,Returned,17.35,0.0882,4522.46
ORD0000660,CUST00314,2024-03-03 02:22:22,6.0,22.99,Electronics,France,Cancelled,12.23,0.2131,108.54
ORD0000661,CUST00194,2024-05-04 22:22:54,26.0,90.78,Beauty,Netherlands,Shipped,12.81,0.0346,2278.61
ORD0000662,CUST00195,2024-01-18 01:14:03,8.0,197.02,Books,France,Returned,6.69,0.122,1383.87
ORD0000663,CUST00394,2024-03-07 08:45:48,4.0,473.97,Books,Germany,Returned,11.37,0.2544,1413.57
ORD0000664,CUST00468,2024-05-10 04:13:35,18.0,71.89,Sports,Spain,Shipped,11.77,0.1103,1151.29
ORD0000665,CUST00290,2024-12-04 09:09:17,28.0,382.11,Beauty,Germany,Cancelled,17.67,0.1773,8802.13
ORD0000666,CUST00338,2024-12-01 00:41:25,11.0,55.68,Electronics,United Kingdom,Processing,23.52,0.1511,519.93
ORD0000667,CUST00077,2024-03-03 23:06:21,5.0,490.66,Toys,United States,Processing,8.23,0.1938,1977.85
ORD0000668,CUST00445,2024-02-26 03:50:18,15.0,191.74,Sports,Belgium,Shipped,1.06,0.2919,2036.57
ORD0000669,CUST00092,2022-03-21 16:59:37,28.0,387.95,Books,France,Processing,12.41,0.0167,10681.19
ORD0000670,CUST00215,2024-04-29 15:20:52,18.0,172.28,Electronics,France,Returned,13.61,0.1722,2567.04
ORD0000671,CUST00159,2024-10-10 13:36:02,2.0,314.39,Electronics,Sweden,Returned,4.21,0.2589,465.99
ORD0000672,CUST00394,2024-06-22 07:25:41,22.0,97.22,Electronics,France,Processing,19.01,0.1444,1829.99
ORD0000673,CUST00148,2022-10-08 16:50:10,11.0,74.29,Electronics,Australia,Completed,24.62,0.0236,797.9
ORD0000674,CUST00061,2024-12-14 23:01:03,26.0,469.12,Sports,Italy,Returned,23.64,0.1682,10145.56
ORD0000675,CUST00068,2024-03-19 18:42:53,25.0,458.95,Home & Garden,Sweden,Shipped,4.93,0.0996,10330.96
ORD0000676,CUST00002,2024-08-29 18:40:58,13.0,443.9,Beauty,Belgium,Processing,21.88,0.0465,5502.36
ORD0000677,CUST00392,2024-04-08 07:09:55,4.0,313.28,Toys,Netherlands,Shipped,17.61,0.2547,933.95
ORD0000678,CUST00007,2024-06-27 02:51:33,22.0,404.42,Electronics,Sweden,Cancelled,11.35,0.1565,7504.82
ORD0000679,CUST00255,2024-11-28 05:00:32,7.0,35.91,Beauty,United Kingdom,Processing,13.52,0.28,180.99
ORD0000680,CUST00256,2024-04-24 07:11:30,29.0,168.39,Clothing,Italy,Completed,21.24,0.2418,3702.53
ORD0000681,CUST00414,2024-01-03 05:35:56,11.0,157.88,Electronics,Germany,Completed,12.0,0.2079,1375.62
ORD0000682,CUST00312,2024-12-08 19:23:15,22.0,318.37,Beauty,France,Returned,9.33,0.0015,6993.63
ORD0000683,CUST00253,2023-01-05 12:44:52,24.0,178.94,Sports,United Kingdom,Shipped,12.33,0.1283,3743.57
ORD0000684,CUST00112,2024-01-09 23:49:42,4.0,75.53,Electronics,United Kingdom,Cancelled,14.48,0.0592,284.23
ORD0000685,CUST00233,2024-06-08 06:53:16,28.0,298.84,Home & Garden,United States,Shipped,4.73,0.2732,6081.51
ORD0000686,CUST00227,2022-05-04 08:25:47,15.0,407.47,Books,France,Cancelled,22.52,0.0524,5791.78
ORD0000687,CUST00308,2024-08-21 01:21:25,1.0,191.99,Toys,Australia,Returned,16.85,0.0858,175.52
ORD0000688,CUST00004,2023-01-16 03:34:05,23.0,67.44,Sports,France,Processing,15.83,0.1551,1310.54
ORD0000689,CUST00452,2024-07-31 13:35:36,3.0,99.55,Electronics,United Kingdom,,2.49,0.079,275.06
ORD0000690,CUST00143,2024-08-28 16:38:17,14.0,119.89,Electronics,Belgium,Returned,15.1,0.063,1572.72
ORD0000691,CUST00322,2024-08-04 12:43:48,6.0,151.0,Toys,Belgium,Cancelled,3.02,0.1797,743.19
ORD0000692,CUST00420,2024-11-16 11:54:39,18.0,321.93,Electronics,Sweden,Returned,1.97,0.0267,5640.02
ORD0000693,CUST00107,2024-01-19 23:57:22,25.0,,Books,Australia,Completed,13.18,0.0175,7395.03
ORD0000694,CUST00095,2024-02-27 13:50:51,1.0,348.5,Electronics,Italy,Processing,10.07,0.1117,309.57
ORD0000695,CUST00029,2024-09-10 16:58:54,6.0,182.21,Home & Garden,United States,Completed,14.72,0.2162,856.9
ORD0000696,CUST00179,2024-01-15 06:15:54,6.0,412.26,Beauty,Australia,Processing,2.23,0.1664,2061.96
ORD0000697,CUST00075,2024-11-27 14:15:56,21.0,103.24,Sports,Italy,Completed,10.77,0.1269,1892.92
ORD0000698,CUST00017,2024-09-16 00:51:30,16.0,235.32,Sports,Spain,Shipped,4.37,0.1697,3126.18
ORD0000699,CUST00296,2024-11-21 10:51:38,29.0,400.77,Electronics,Belgium,Cancelled,24.68,0.1096,10348.52
ORD0000700,CUST00309,2024-04-25 21:40:36,5.0,91.31,Books,France,Cancelled,14.03,0.2808,328.35
ORD0000701,CUST00170,2024-12-23 10:36:25,17.0,56.27,Beauty,Italy,Processing,17.19,0.0165,940.81
ORD0000702,CUST00045,2024-01-20 01:00:19,10.0,442.02,Sports,Germany,Processing,8.14,0.202,3527.32
ORD0000703,CUST00056,2024-06-10 22:19:12,28.0,172.45,Clothing,Australia,Completed,2.37,0.2674,3537.43
ORD0000704,CUST00092,2022-09-08 15:00:47,21.0,342.41,Beauty,Belgium,Shipped,24.4,0.2412,5456.23
ORD0000705,CUST00345,2023-03-18 18:28:30,18.0,14.14,Books,France,Processing,7.16,0.0552,240.47
ORD0000706,CUST00313,2024-09-13 16:15:49,7.0,345.49,Beauty,Spain,Processing,10.6,0.0888,2203.67
ORD0000707,CUST00355,2024-09-28 19:02:42,3.0,159.08,Toys,Belgium,Shipped,16.25,0.2151,374.59
ORD0000708,CUST00305,2024-08-10 06:03:37,13.0,29.29,Books,United States,Cancelled,0.62,0.0253,371.14
ORD0000709,CUST00404,2024-05-23 07:29:06,15.0,305.49,Electronics,United Kingdom,Returned,20.26,0.2436,3466.09
ORD0000710,CUST00091,2024-06-25 20:03:22,20.0,121.54,Sports,Spain,Shipped,13.41,0.2157,1906.48
ORD0000711,CUST00384,2023-07-14 12:48:21,19.0,194.32,Sports,Belgium,Completed,6.96,0.2189,2883.88
ORD0000712,CUST00477,2024-01-14 22:03:12,3.0,41.67,Sports,France,Cancelled,1.54,0.0301,121.25
ORD0000713,CUST00048,2023-04-10 22:30:25,4.0,74.86,Beauty,Australia,Returned,4.06,0.2153,234.97
ORD0000714,CUST00166,2024-05-23 03:18:57,5.0,150.04,Sports,United States,Cancelled,22.38,0.2039,597.23
ORD0000715,CUST00460,2023-08-12 15:52:58,1.0,,Books,Germany,Returned,17.15,0.2493,34.72
ORD0000716,CUST00420,2024-01-27 06:41:56,4.0,455.55,Books,Sweden,Returned,6.25,0.0125,1799.42
ORD0000717,CUST00389,2024-06-14 22:56:48,12.0,4.51,Electronics,Sweden,Cancelled,1.64,0.0069,53.75
ORD0000718,CUST00432,2024-08-01 18:45:44,28.0,242.7,Home & Garden,Netherlands,Cancelled,17.27,0.1119,6035.17
ORD0000719,CUST00034,2024-04-23 17:23:55,27.0,62.94,Toys,Belgium,Cancelled,14.31,0.0446,1623.59
ORD0000720,CUST00242,2024-02-22 06:03:27,24.0,154.88,Toys,Belgium,Shipped,10.11,0.1675,3094.5
ORD0000721,CUST00063,2024-09-26 18:19:20,10.0,463.14,Beauty,France,Processing,9.09,0.2752,3356.84
ORD0000722,CUST00441,2024-04-16 13:45:58,23.0,82.1,Electronics,United Kingdom,Processing,5.42,0.1174,1666.61
ORD0000723,CUST00169,2024-07-23 16:29:15,25.0,482.97,Sports,Netherlands,Returned,16.74,0.2535,9013.43
ORD0000724,CUST00212,2024-03-26 00:13:42,21.0,104.09,Books,Belgium,Processing,24.27,0.0001,2185.67
ORD0000725,CUST00108,2024-09-27 05:36:03,29.0,371.17,Home & Garden,Spain,Cancelled,4.39,0.0506,10219.28
ORD0000726,CUST00108,2024-08-25 16:45:15,26.0,274.02,Books,Italy,Cancelled,14.93,0.0091,7059.69
ORD0000727,CUST00030,2024-02-12 10:46:14,20.0,442.41,Clothing,Germany,Processing,10.6,0.0984,7977.54
ORD0000728,CUST00293,2024-10-10 09:33:45,24.0,277.67,Electronics,Germany,Completed,11.17,0.2725,4848.12
ORD0000729,CUST00323,2024-07-24 10:08:23,25.0,267.98,Electronics,Germany,Shipped,6.35,0.0291,6504.54
ORD0000730,CUST00045,2024-07-06 20:03:56,13.0,98.94,Electronics,Netherlands,Returned,20.63,0.1819,1052.26
ORD0000731,CUST00371,2024-09-24 10:43:23,23.0,84.37,Books,United States,Completed,12.13,0.1354,1677.76
ORD0000732,CUST00310,2024-12-28 16:30:04,14.0,458.37,Toys,Netherlands,Cancelled,13.59,0.2815,4610.74
ORD0000733,CUST00404,2023-03-23 03:07:07,23.0,164.93,Electronics,United Kingdom,Cancelled,7.62,0.0368,3653.79
ORD0000734,CUST00219,2024-08-24 10:50:34,5.0,186.98,Books,Spain,Processing,4.55,0.0636,875.44
ORD0000735,CUST00435,2024-05-02 21:53:13,4.0,380.27,Beauty,Italy,Returned,2.15,0.0089,1507.54
ORD0000736,CUST00133,2024-03-27 04:00:16,14.0,170.4,Beauty,France,Cancelled,17.85,0.1302,2074.99
ORD0000737,CUST00295,2023-07-04 16:36:31,10.0,476.1,Clothing,Australia,Returned,4.91,0.0833,4364.41
ORD0000738,CUST00475,2024-02-20 09:00:50,17.0,369.36,Books,Germany,Completed,17.25,0.261,4640.27
ORD0000739,CUST00315,2024-05-24 00:31:42,10.0,299.32,Clothing,Germany,Shipped,9.76,0.1815,2449.93
ORD0000740,CUST00255,2024-07-20 20:00:32,26.0,440.63,Toys,Spain,Returned,10.39,0.1842,9346.11
ORD0000741,CUST00374,2024-09-02 09:20:23,7.0,26.23,Books,United States,Shipped,11.73,0.1596,154.31
ORD0000742,CUST00255,2024-07-10 06:28:27,16.0,129.65,Home & Garden,United Kingdom,,9.19,0.0276,2017.15
ORD0000743,CUST00414,2024-03-10 20:51:24,1.0,233.32,Home & Garden,Italy,Returned,2.52,0.1335,202.17
ORD0000744,CUST00453,2024-08-24 16:04:24,17.0,114.65,Sports,Spain,,7.74,0.2999,1364.53
ORD0000745,CUST00120,2024-10-02 04:30:36,21.0,372.34,Sports,Australia,Shipped,16.59,0.2506,5859.66
ORD0000746,CUST00149,2024-03-16 04:04:02,29.0,459.73,Toys,Spain,Returned,16.64,0.268,9759.15
ORD0000747,CUST00001,2024-02-15 21:46:13,9.0,212.75,Books,United Kingdom,Shipped,7.16,0.247,1441.81
ORD0000748,CUST00013,2024-06-29 13:02:53,6.0,172.05,Sports,Spain,Shipped,11.5,0.0309,1000.4
ORD0000749,CUST00321,2024-11-05 10:05:08,19.0,480.83,Clothing,Italy,Processing,4.84,0.0682,8512.71
ORD0000750,CUST00061,2024-10-13 09:42:12,13.0,223.26,Clothing,Germany,Completed,5.26,0.0009,2899.77
ORD0000751,CUST00435,2024-03-21 12:27:48,3.0,245.29,Clothing,United States,Completed,0.58,0.0911,668.83
ORD0000752,CUST00410,2023-10-07 02:36:17,7.0,176.8,Beauty,United States,Processing,22.42,0.0326,1197.25
ORD0000753,CUST00212,2022-03-12 16:04:18,22.0,454.91,Electronics,United Kingdom,Shipped,5.27,0.1418,8588.88
ORD0000754,CUST00171,2024-05-15 18:58:28,9.0,285.12,Electronics,United States,Processing,5.69,0.2031,2044.91
ORD0000755,CUST00287,2022-11-26 20:31:55,22.0,381.44,Clothing,Sweden,Cancelled,6.99,0.2624,6189.7
ORD0000756,CUST00006,2024-09-05 18:59:43,5.0,406.19,Home & Garden,United Kingdom,Cancelled,3.19,0.2248,1574.39
ORD0000757,CUST00104,2023-03-14 11:48:16,10.0,171.91,Books,United Kingdom,Shipped,15.98,0.2816,1235.0
ORD0000758,CUST00131,2024-11-02 21:09:21,23.0,217.7,Sports,Netherlands,Cancelled,1.88,0.0162,4925.98
ORD0000759,CUST00035,2023-04-24 02:35:32,17.0,424.46,Books,Germany,Completed,3.36,0.0037,7189.12
ORD0000760,CUST00154,2024-07-15 18:41:22,12.0,182.58,Toys,Italy,Shipped,16.12,0.1984,1756.27
ORD0000761,CUST00282,2024-05-05 19:11:20,23.0,397.28,Beauty,United Kingdom,Shipped,8.49,0.0868,8344.31
ORD0000762,CUST00393,2024-01-03 09:08:51,,470.58,Home & Garden,Netherlands,Shipped,17.7,0.0761,6956.3
ORD0000763,CUST00059,2024-09-23 08:27:10,3.0,312.17,Home & Garden,Italy,Processing,13.94,0.0993,843.51
ORD0000764,CUST00171,2024-05-12 13:43:14,25.0,371.2,Books,Belgium,Processing,6.4,0.0809,8529.25
ORD0000765,CUST00203,2024-10-08 07:51:57,22.0,402.84,Books,Australia,Completed,16.27,0.1534,7502.98
ORD0000766,CUST00292,2024-08-27 05:28:26,9.0,422.75,Beauty,Spain,Shipped,2.91,0.132,3302.52
ORD0000767,CUST00492,2022-02-15 05:34:28,29.0,198.43,Clothing,Netherlands,Shipped,13.41,0.1537,4870.01
ORD0000768,CUST00427,2022-09-30 19:55:37,15.0,27.05,Clothing,Belgium,Shipped,10.93,0.2018,323.87
ORD0000769,CUST00100,2024-05-08 08:37:17,,201.84,Sports,Netherlands,Cancelled,6.7,0.1161,892.03
ORD0000770,CUST00427,2023-06-09 23:11:56,23.0,337.37,Home & Garden,France,Completed,15.1,0.0754,7174.44
ORD0000771,CUST00473,2024-09-18 03:54:08,13.0,226.0,Books,Germany,Shipped,21.78,0.0499,2791.39
ORD0000772,CUST00246,2024-12-21 19:15:30,14.0,374.86,Home & Garden,Netherlands,Shipped,24.97,0.1048,4698.05
ORD0000773,CUST00243,2024-11-05 14:56:58,20.0,179.46,Home & Garden,Belgium,Returned,15.19,0.2225,2790.6
ORD0000774,CUST00019,2024-09-07 17:54:53,15.0,317.92,Home & Garden,Australia,Processing,10.12,0.227,3686.28
ORD0000775,CUST00070,2024-07-05 23:51:48,16.0,94.43,Electronics,Germany,Completed,5.63,0.2001,1208.55
ORD0000776,CUST00080,2023-12-17 13:04:52,23.0,375.06,Books,Australia,Cancelled,6.43,0.0702,8020.81
ORD0000777,CUST00457,2024-04-14 03:36:03,13.0,273.53,Books,France,Shipped,11.99,0.1764,2928.63
ORD0000778,CUST00459,2024-05-10 03:26:54,17.0,103.23,Toys,United Kingdom,Processing,9.18,0.1712,1454.47
ORD0000779,CUST00237,2024-10-31 11:18:26,23.0,147.02,Toys,United States,Completed,22.85,0.1453,2890.13
ORD0000780,CUST00417,2023-10-06 01:17:19,8.0,374.68,Clothing,Belgium,Cancelled,9.21,0.165,2502.86
ORD0000781,CUST00476,2024-10-15 09:23:26,21.0,242.08,Electronics,Sweden,Returned,9.34,0.1475,4333.84
ORD0000782,CUST00029,2024-11-20 07:44:58,2.0,109.19,Clothing,United States,Cancelled,9.59,0.1696,181.34
ORD0000783,CUST00267,2024-04-26 06:05:09,5.0,483.68,Books,United Kingdom,Shipped,20.92,0.2147,1899.17
ORD0000784,CUST00290,2024-10-08 13:09:20,6.0,357.99,Beauty,Italy,,16.27,0.0329,2077.27
ORD0000785,CUST00348,2024-05-02 12:41:58,12.0,478.63,Beauty,France,Cancelled,15.35,0.2249,4451.83
ORD0000786,CUST00285,2024-07-27 02:48:52,18.0,214.41,Books,France,Cancelled,8.35,0.0408,3701.92
ORD0000787,CUST00010,2024-03-21 21:08:48,22.0,238.34,Beauty,Sweden,Shipped,20.45,0.02,5138.61
ORD0000788,CUST00296,2024-09-23 05:15:38,22.0,449.13,Electronics,Germany,Completed,0.96,0.2928,6987.74
ORD0000789,CUST00170,2024-11-06 12:12:33,1.0,263.24,Sports,Germany,Cancelled,21.77,0.2871,187.66
ORD0000790,CUST00470,2024-12-10 21:02:04,17.0,354.08,Home & Garden,Spain,Shipped,12.82,0.0181,5910.41
ORD0000791,CUST00408,2024-05-17 07:44:57,11.0,127.21,Clothing,Spain,Processing,9.96,0.133,1213.2
ORD0000792,CUST00034,2024-02-27 23:37:21,10.0,224.19,Clothing,France,,12.43,0.0559,2116.58
ORD0000793,CUST00144,2024-11-22 12:15:24,19.0,63.04,Toys,France,Cancelled,16.69,0.1456,1023.37
ORD0000794,CUST00016,2024-05-11 17:07:46,14.0,104.18,Clothing,Australia,Processing,0.32,0.2491,1095.2
ORD0000795,CUST00193,2024-08-31 07:30:15,26.0,1.97,Beauty,Australia,Processing,21.79,0.2852,36.61
ORD0000796,CUST00274,2024-11-23 03:47:27,10.0,21.07,Electronics,United States,Cancelled,11.17,0.1903,170.6
ORD0000797,CUST00085,2024-08-09 17:56:04,15.0,488.68,Home & Garden,Australia,Returned,8.57,0.1062,6551.73
ORD0000798,CUST00311,2024-05-31 07:01:15,28.0,122.31,Clothing,Netherlands,Cancelled,3.46,0.181,2804.81
ORD0000799,CUST00096,2024-08-19 03:35:25,19.0,332.16,Toys,Sweden,Returned,10.99,0.0936,5720.33
ORD0000800,CUST00060,2023-04-24 21:33:51,4.0,419.79,Sports,France,Completed,12.41,0.2729,1220.92
ORD0000801,CUST00362,2024-11-29 03:27:25,2.0,276.0,Toys,Netherlands,Processing,10.09,0.2611,407.87
ORD0000802,CUST00162,2022-02-19 03:11:07,9.0,77.84,Toys,Italy,Cancelled,16.97,0.1675,583.22
ORD0000803,CUST00140,2024-06-09 17:32:38,10.0,364.47,Sports,Netherlands,Returned,10.52,0.0974,3289.71
ORD0000804,CUST00045,2024-07-12 00:52:59,28.0,300.73,Books,United States,Completed,24.04,0.088,7679.44
ORD0000805,CUST00450,2024-04-02 06:59:10,11.0,366.03,Toys,Belgium,Shipped,14.98,0.01,3986.07
ORD0000806,CUST00191,2024-06-24 12:04:20,14.0,385.22,Home & Garden,United Kingdom,Returned,20.19,0.2447,4073.39
ORD0000807,CUST00425,2024-04-27 12:42:14,7.0,487.74,Beauty,Belgium,Shipped,2.73,0.1351,2952.92
ORD0000808,CUST00111,2024-07-22 22:17:26,23.0,287.42,Books,Spain,,9.93,0.0975,5966.12
ORD0000809,CUST00155,2024-03-08 23:14:13,15.0,171.81,Books,Spain,Processing,8.42,0.1413,2213.0
ORD0000810,CUST00058,2024-05-25 07:56:34,22.0,324.76,Home & Garden,United States,Processing,14.24,0.2456,5389.98
ORD0000811,CUST00402,2024-01-15 12:32:49,19.0,35.62,Books,United States,Processing,21.53,0.0374,651.47
ORD0000812,CUST00399,2022-11-10 22:46:29,22.0,448.85,Home & Garden,Germany,Returned,1.96,0.2573,7333.94
ORD0000813,CUST00468,2024-02-05 23:07:58,15.0,61.01,Sports,France,Completed,1.81,0.2693,668.7
ORD0000814,CUST00228,2024-07-15 12:12:44,28.0,164.93,Home & Garden,United States,Returned,21.26,0.284,3306.52
ORD0000815,CUST00013,2024-11-06 07:27:19,24.0,408.15,Clothing,Sweden,Returned,5.32,0.1192,8627.96
ORD0000816,CUST00248,2024-02-16 19:22:33,8.0,299.26,Electronics,Germany,Cancelled,16.72,0.0651,2238.23
ORD0000817,CUST00079,2024-03-14 20:54:04,11.0,197.73,Sports,United Kingdom,Completed,13.57,0.1121,1931.21
ORD0000818,CUST00175,2024-01-22 01:08:25,,237.51,Beauty,France,Shipped,20.82,0.0999,6199.7
ORD0000819,CUST00376,2024-12-05 09:08:36,9.0,427.49,Electronics,Italy,Shipped,3.13,0.0528,3644.27
ORD0000820,CUST00269,2024-04-30 12:45:10,15.0,170.99,Sports,Australia,Cancelled,3.24,0.1822,2097.53
ORD0000821,CUST00398,2023-05-24 12:02:36,1.0,435.02,Clothing,Germany,Shipped,13.92,0.143,372.81
ORD0000822,CUST00074,2024-10-25 20:05:11,1.0,45.44,Electronics,Sweden,Completed,23.66,0.2597,33.64
ORD0000823,CUST00447,2024-02-08 03:46:15,19.0,388.73,Toys,Germany,Shipped,10.37,0.0096,7314.97
ORD0000824,CUST00421,2024-03-12 19:20:26,3.0,424.0,Clothing,Sweden,Processing,8.17,0.1932,1026.25
ORD0000825,CUST00347,2022-07-26 04:03:15,10.0,92.14,Toys,Netherlands,Cancelled,15.17,0.2289,710.49
ORD0000826,CUST00106,2022-02-26 18:46:38,8.0,216.03,Clothing,France,Completed,23.26,0.2278,1334.55
ORD0000827,CUST00236,2023-08-26 02:20:09,15.0,84.0,Sports,Italy,Processing,20.92,0.2658,925.09
ORD0000828,CUST00366,2024-12-01 20:36:55,10.0,353.74,Books,France,Cancelled,24.89,0.2187,2763.77
ORD0000829,CUST00268,2024-02-14 23:40:10,1.0,268.37,Clothing,Germany,Shipped,0.56,0.2783,193.68
ORD0000830,CUST00003,2024-04-30 18:33:21,29.0,318.21,Clothing,Italy,Cancelled,2.82,0.0998,8307.13
ORD0000831,CUST00478,2024-01-18 02:23:20,18.0,99.45,Sports,United States,Shipped,15.24,0.151,1519.79
ORD0000832,CUST00352,2024-11-25 09:05:19,2.0,107.06,Toys,Netherlands,Processing,20.51,0.0042,213.22
ORD0000833,CUST00305,2024-12-04 14:27:53,19.0,22.19,Beauty,Netherlands,Processing,7.13,0.0021,420.72
ORD0000834,CUST00045,2024-05-09 10:29:08,13.0,162.05,Beauty,Germany,Cancelled,5.98,0.072,1954.97
ORD0000835,CUST00240,2024-12-11 07:48:47,22.0,280.53,Home & Garden,Germany,Cancelled,19.67,0.0302,5985.28
ORD0000836,CUST00024,2024-02-10 00:59:16,1.0,429.18,Beauty,France,Completed,1.41,0.0781,395.66
ORD0000837,CUST00267,2024-10-24 13:19:00,2.0,333.96,Toys,Sweden,Processing,9.23,0.0531,632.45
ORD0000838,CUST00338,2024-10-16 13:04:25,29.0,218.55,Sports,Italy,Cancelled,12.65,0.0086,6283.44
ORD0000839,CUST00160,2024-01-09 17:31:52,16.0,476.63,Clothing,Sweden,Shipped,14.01,0.2728,5545.69
ORD0000840,CUST00296,2024-10-21 13:40:29,15.0,360.04,Sports,Italy,Shipped,18.22,0.0025,5387.1
ORD0000841,CUST00160,2024-09-05 02:31:17,,465.19,Clothing,Sweden,Cancelled,8.87,0.2208,4712.19
ORD0000842,CUST00457,2022-11-22 23:36:51,16.0,264.5,Beauty,France,Returned,15.32,0.0456,4039.02
ORD0000843,CUST00165,2024-03-18 21:18:46,,130.56,Electronics,Germany,Completed,14.63,0.2737,1612.04
ORD0000844,CUST00099,2024-04-21 07:00:05,,27.83,Home & Garden,United States,Cancelled,13.69,0.2678,427.92
ORD0000845,CUST00142,2024-07-25 17:10:12,29.0,363.45,Electronics,Sweden,Completed,16.01,0.1962,8472.09
ORD0000846,CUST00164,2024-10-27 02:53:52,29.0,61.97,Electronics,United Kingdom,Processing,6.49,0.2017,1434.65
ORD0000847,CUST00226,2024-09-17 15:19:46,7.0,152.43,Home & Garden,Netherlands,Completed,2.12,0.0016,1065.3
ORD0000848,CUST00061,2024-04-15 21:19:17,24.0,266.94,Electronics,Italy,Cancelled,2.98,0.2955,4513.42
ORD0000849,CUST00077,2024-03-02 03:58:09,26.0,282.86,Books,Belgium,Completed,5.61,0.2633,5417.96
